ATTRIBUTE NAME,DATA CATEGORY,PII CATEGORY,PII SUBCATEGORY,DEFINITION,DERIVATION TYPE,DATA TYPE,SAMPLE VALUES,DATA OWNER,FREQUENCY OF REFRESH,LATENCY,BRAND,CFU,SUBJECT AREA,REDSHIFT TABLE
kpop_fan_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the KPop Fan profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),viu,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
road_warrior_top_apps,Audience/Persona,Non-PII,Non-PII,Top 1 application or website by Average Daily Hits in a Month categorized under the Road Warrior profile,Derived,varchar(1000),google_maps,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
tnvs_user_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the TNVS User profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),grab,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
travel_enthusiast_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Travel Enthusiast profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),agoda,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
coffee_lover_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber accesses online coffee shops or coffee sellers like nespresso, starbucks, yardstickcoffee
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
coffee_lover_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Coffee Lover profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 3 hits
 MID: > 3 & <= 5 hits
 HIGH: > 5 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),MID,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
coffee_lover_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Coffee Lover profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{""Total Hits in a Month"": 4}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
coffee_lover_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Coffee Lover profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),starbucks,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
chi_indicator,Audience/Persona,Non-PII,Non-PII,"Inferred indicator to detect subscriber happiness and unhappiness.
TRUE - Happy
FALSE - Unhappy",Derived,boolean,TRUE,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, SG",customer,customer_profile
nps_detractor_indicator,Profitability,Non-PII,Non-PII,"Indicator among Mobile Data Services (MDS) and Mobile Core Services (MCS) that infers detractors and promoters from a unified model for wireless subscribers and using broadband services for wireless subscribers.
TRUE - Detractor
FALSE - Promoter",Derived,boolean,TRUE,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM, PW, BAYAN, GLOBE","Consumer, EG, SG",network,network_profile
bank_caller_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber calls whitelisted bank numbers such as pnb, unionbank, rcbc",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
bank_caller_details,Audience/Persona,Non-PII,Non-PII,Metric used and value for the Bank Caller profile,Derived,varchar(1000),"{""Total Hits in a Month"": 1}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
bank_caller_mode,Audience/Persona,Non-PII,Non-PII,Top 1 tag by Total Hits in a Month categorized under the Bank Caller profile,Derived,varchar(1000),bdo,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
bank_caller_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on the identified metric for the Bank Caller profile
 Metric: Total Hits in a Month
 
 Valid values:
 
 Wireless
 LOW: <= 2
 MID: > 2 & <= 5
 HIGH: > 5",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
customer_preferred_contact_mode,Customer PII,Non-PII,Non-PII,"The preferred contact mode such as Mobile Phone, Email, Mail, etc.",Direct Pull,varchar(1000),Email,SG,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
customer_contact_authorized_representative_name,Customer PII - Masked,Customer PII - Masked,Contact,Name of the authorized representative of the customer contract,Derived,varchar(1000),John Doe,SG,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE","Consumer, EG, SG, In house",customer,customer_profile
customer_contact_authorized_signatory_name,Customer PII - Masked,Customer PII - Masked,Contact,Name of the authorized signatory of the customer contract,Derived,varchar(1000),Jane Doe,SG,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE","Consumer, EG, SG",customer,customer_profile
sim_tag,Behavioral,Non-PII,Non-PII,"The subscribertype key. 
 Values:
 Regular - Whenever its subscribertypeKey = 'MT
 VISI - Whenever its subscribertypeKey = 'BB'",Direct Pull,varchar(1000),"Regular, VISI",CRM,Daily,day-1,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
fraud_indicator,Behavioral,Non-PII,Non-PII,Indicator if the subscriber has fraudulent activity,Derived,boolean,TRUE,CRM,Daily,,"GHP-PREPAID, TM","Consumer, EG, SG, IBG Traveler",customer,customer_profile
chi_happiness_score,Audience/Persona,Non-PII,Non-PII,"Customer state manifested through behavior of continuous patronage of service, engagement and availment of products, measured by perceived quality, perceived value and customer expectations from 0 (lowest) to 100 (highest)",Derived,"numeric(21,2)",80.36,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, SG",customer,customer_profile
chi_quality_score,Audience/Persona,Non-PII,Non-PII,Customer score for perceived network & system performance from 0 (lowest) to 100 (highest),Derived,"numeric(21,2)",51.89,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, SG",customer,customer_profile
chi_segment,Audience/Persona,Non-PII,Non-PII,"Subscriber segment (data-heavy, core-heavy, hybrid subs)",Derived,varchar(1000),CORE,EDO-AA,Monthly,,"GHP-PREPAID, TM",Consumer,customer,customer_profile
chi_expectation_score,Audience/Persona,Non-PII,Non-PII,Customers' level of investment and engagement from 0 (lowest) to 100 (highest),Derived,"numeric(38,2)",70.91,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, SG",customer,customer_profile
chi_value_score,Audience/Persona,Non-PII,Non-PII,Customers score for use of data and core services from 0 (lowest) to 100 (highest),Derived,"numeric(38,2)",88.63,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, SG",customer,customer_profile
address_house_bldg_name,Customer PII - Masked,Customer PII - Masked,Confidential,"Office, building, house or suite number of the subscriber's address",Direct Pull,varchar(1000),Labogon Mandaue,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, WIRELINE","Consumer, EG, SG, In house",customer,customer_profile
address_street_name,Customer PII - Masked,Customer PII - Masked,Confidential,"Street number, street name, office, building, or suite number of the subscriber's address",Direct Pull,varchar(1000),Ortigas 12 ADB Avenue,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
address_barangay_name,Customer PII,Non-PII,Non-PII,Barangay name of the subscriber's address,Direct Pull,varchar(1000),Mandaluyong CPO,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house",customer,customer_profile
address_city_name,Customer PII,Non-PII,Non-PII,City name of the subscriber's address,Direct Pull,varchar(1000),Cebu City,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
address_province_name,Customer PII,Non-PII,Non-PII,Province name of the subscriber's address,Direct Pull,varchar(1000),Cebu,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
address_region_name,Customer PII,Non-PII,Non-PII,Region name of the subscriber's address,Direct Pull,varchar(1000),Region VII,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
address_zip_code,Customer PII,Non-PII,Non-PII,Zip code of the subscriber's address,Direct Pull,varchar(1000),6000,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
clv_survival_segment,Loyalty & Retention,Non-PII,Non-PII,Inferred Customer Lifetime Value (CLV) segment of subscribers based on their profile,Inferred,integer,17,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo1,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next month,Inferred,"numeric(21,2)",0.99,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo2,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 2 months,Inferred,"numeric(21,2)",0.94,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo3,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 3 months,Inferred,"numeric(21,2)",0.89,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo4,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 4 months,Inferred,"numeric(21,2)",0.85,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo5,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 5 months,Inferred,"numeric(21,2)",0.81,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo6,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 6 months,Inferred,"numeric(21,2)",0.78,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo7,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 7 months,Inferred,"numeric(21,2)",0.76,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo8,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 8 months,Inferred,"numeric(21,2)",0.73,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo9,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 9 months,Inferred,"numeric(21,2)",0.71,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo10,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 10 months,Inferred,"numeric(21,2)",0.7,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo11,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 11 months,Inferred,"numeric(21,2)",0.68,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
clv_survival_mo12,Loyalty & Retention,Non-PII,Non-PII,Inferred probability of a subscriber's survival to the next 12 months,Inferred,"numeric(21,2)",0.66,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM",Consumer,revenue,revenue_profile
content_creator_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber uses content creation platforms such as kumu, youtube, twitch
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
content_creator_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Content Creator profile
 Metric: Total Data Burn in Gigabytes in a Month (where data burn = data upload)
 Valid values:
 LOW: <= 2 GB
 MID: > 2GB & <= 4 GB
 HIGH: > 4 GB
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
content_creator_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Content Creator profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Total Hits in a Month\"": 4}""",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
content_creator_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Content Creator profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),youtube,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
stock_trader_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits stock-trading sites such as philstocks, colfinancial, investagrams
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
stock_trader_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Stock Trader profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 2
 MID: > 2 & <= 5 hits
 HIGH: > 5 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
stock_trader_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Stock Trader profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Total Hits in a Month\"": 4}""",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
stock_trader_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Stock Trader profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),philstocks,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
martial_arts_fan_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber accesses martial arts apps or websites such as 3_more_rounds, evolve-mma, ewrestling
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
martial_arts_fan_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Martial Arts Fan profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 10 hits
 MID: > 10 & <= 20 hits
 HIGH: > 20 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
martial_arts_fan_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Martial Arts Fan profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Total Hits in a Month\"": 4}""",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
martial_arts_fan_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Martial Arts Fan profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),yaw-yan,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
comics_reader_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits comic apps or websites such as comixology, digital_comic_museum, comic_punch
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
comics_reader_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Geek - Tech profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 10 hits
 MID: > 10 & <= 20 hits
 HIGH: > 20 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
comics_reader_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Comics Reader profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Total Hits in a Month\"": 4}""",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
comics_reader_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days in a month categorized under the Comics Reader profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),yugatech,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
grab_driver_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber accesses grab applications along with online maps such as google_maps, waze, yahoo_maps",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
grab_driver_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on the identified metric for the Grab Driver profile
 Metric: Total Hits in a Month
 
 Valid values:
 
 Wireless
 LOW: <= 20
 MID: > 20 & <= 30
 HIGH: > 30",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
grab_driver_details,Audience/Persona,Non-PII,Non-PII,Metric used and value for the Grab Driver profile,Derived,varchar(1000),"{\Total Hits in a Month\"": 4}""",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
bpo_worker_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber accesses applications or websites featuring contact center or CRM solutions like aircall, ameyo, callhippo
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
bpo_worker_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for BPO Worker profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 12 hits
 MID: > 12 & <= 20 hits
 HIGH: > 20 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
bpo_worker_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the BPO Worker profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{""Total Hits in a Month"": 4}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
aspiring_chef_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber accesses applications or websites that feature cooking or recipes such as allrecipes, cook_magazine, tasty
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
aspiring_chef_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Aspiring Chef profile
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 8 hits
 MID: > 8 & <= 15 hits
 HIGH: > 15 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
aspiring_chef_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Aspiring Chef profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{""Total Hits in a Month"": 4}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
interaction_count_30days,Behavioral,Non-PII,Non-PII,Number of interactions between the subscriber and the Customer Service Representative (CSR) for the past 30 days,Derived,integer,5,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer_service,customer_service_profile
interaction_top_channel_30days,Behavioral,Non-PII,Non-PII,Channel with the top number of interactions between the subscriber and the Customer Service Representative (CSR) for the past 30 days,Derived,varchar(1000),"SNS - Facebook
 SNS - Twitter
 Walk-In",EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer_service,customer_service_profile
interaction_top_channel_count_30days,Behavioral,Non-PII,Non-PII,Number of interactions through the top channel between the subscriber and the Customer Service Representative (CSR) for the past 30 days,Derived,integer,5,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer_service,customer_service_profile
credit_card_user_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber receives SMS from credit card companies:
 AUB, BDO, BPI",Derived,boolean,TRUE,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
credit_card_user_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on the identified metric for the Credit Card User profile
 Metric: Total Hits in a Month
 
 Valid values:
 
 Wireless
 LOW: <= 5
 MID: > 5 & <= 13
 HIGH: > 13",Direct Pull,varchar(1000),HIGH,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
credit_card_user_details,Audience/Persona,Non-PII,Non-PII,Metric used and value for the Credit Card User profile,Derived,varchar(1000),"{""Total Hits in a Month"": 14}""",EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
parent_indicator,Audience/Persona,Non-PII,Non-PII,Inferred indicator if a subscriber is a parent,Derived,boolean,TRUE,EDO-AA,Daily,,"GHP, GHP-PREPAID, TM",Consumer,network,network_profile
